,season,player,position,xG,Goal,Shooting,Passing,Hits,Blocks,Takeaways,Giveaways,Powerplay,plusMinus
8268,2019,Gustav Lindstrom,D,0.3354007750749588,0,62,56,64,69,58,63,71,-6
8269,2019,Gustav Nyquist,C,16.643875955138355,15,86,87,71,75,84,86,68,4
8270,2019,Gustav Olofsson,D,0.06052541360259056,0,62,52,55,62,52,55,71,-4
8271,2019,Hampus Lindholm,D,4.533705289941281,2,62,85,69,87,78,88,72,-10
8272,2019,Haydn Fleury,D,3.5377433905377984,4,72,76,76,84,76,79,71,-2
8273,2019,Henri Jokiharju,D,2.991629656869918,4,71,77,83,86,64,81,77,-6
8274,2019,Henrik Borgstrom,C,0.2484547500498593,0,62,52,54,51,61,53,70,-2
8275,2019,Ian Cole,D,4.2542607728391895,4,71,85,85,92,76,85,71,21
8276,2019,Ilya Kovalchuk,LW,12.435291148722172,10,83,82,77,74,70,78,68,-4
8277,2019,Ilya Lyubushkin,D,1.7648081993684173,0,62,66,89,85,72,75,71,4
8278,2019,Ilya Mikheyev,RW,9.318061579018833,8,80,81,67,65,82,69,70,7
8279,2019,Isac Lundestrom,C,1.1929619796574116,0,62,66,56,61,63,55,68,-2
8280,2019,Ivan Barbashev,C,9.618523866403848,11,85,81,88,78,86,82,69,4
8281,2019,Ivan Provorov,D,9.096079817041756,13,85,86,85,91,74,91,76,11
8282,2019,J.C. Beaudin,C,1.534234069287777,0,62,57,79,64,55,55,71,-4
8283,2019,J.T. Compher,LW,10.326525500044227,11,85,85,71,86,80,75,64,9
8284,2019,J.T. Miller,C,19.13239780953154,27,91,92,87,80,91,85,80,11
8285,2019,Jaccob Slavin,D,7.00748142041266,6,76,88,73,91,99,87,67,30
8286,2019,Jack Eichel,C,20.504324623849246,36,94,91,72,82,89,91,83,5
8287,2019,Jack Hughes,C,14.293946351855993,7,79,80,58,72,88,88,68,-26
8288,2019,Jack Johnson,D,2.688826563768089,3,68,74,90,90,73,76,70,-1
8289,2019,Jack Roslovic,C,12.68449451494962,12,85,83,79,72,81,85,64,4
8290,2019,Jack Studnicka,C,0.3134824745357037,0,62,57,55,51,54,57,71,2
8291,2019,Jacob Larsson,D,2.4630127251148224,2,64,75,70,86,63,82,70,-9
8292,2019,Jacob Middleton,D,0.3890017494559288,0,62,62,64,60,54,54,71,-2
8293,2019,Jacob Trouba,D,8.927246789913625,7,78,85,90,93,88,91,73,-12
8294,2019,Jacob de la Rose,LW,4.419626336079091,2,66,72,87,68,72,63,71,2
8295,2019,Jaden Schwartz,LW,19.682167618535463,22,89,89,79,76,90,80,83,3
8296,2019,Jake Bischoff,D,0.17778173927217722,0,62,52,58,63,51,56,71,-2
8297,2019,Jake DeBrusk,LW,17.5389822749421,19,88,82,70,67,83,75,74,-1
8298,2019,Jake Evans,C,1.5136474389582872,2,68,57,63,57,64,56,69,1
8299,2019,Jake Gardiner,D,4.025636401027442,4,71,85,74,83,85,85,73,-24
8300,2019,Jake Guentzel,LW,16.419298397377133,20,88,86,76,70,79,67,78,11
8301,2019,Jake McCabe,D,3.1592113240621984,3,67,76,85,89,77,75,70,-11
8302,2019,Jake Muzzin,D,5.832241929601878,6,76,83,86,91,81,90,68,12
8303,2019,Jake Virtanen,RW,13.60175249259919,18,87,84,86,76,87,82,90,-4
8304,2019,Jake Walman,D,0.03702105581760407,0,62,52,54,55,52,53,71,1
8305,2019,Jakob Chychrun,D,7.806910167448223,12,85,80,83,90,83,88,73,4
8306,2019,Jakob Lilja,LW,2.694139482453465,2,67,64,63,75,68,64,71,5
8307,2019,Jakob Silfverberg,RW,17.060654272325337,21,89,84,66,82,88,82,69,0
8308,2019,Jakub Voracek,RW,10.939207561779769,12,85,92,60,72,84,81,75,14
8309,2019,Jakub Vrana,LW,19.88926077308133,25,90,87,67,68,85,86,73,3
8310,2019,James Neal,LW,14.927740435581653,19,88,78,85,69,82,81,88,-20
8311,2019,James van Riemsdyk,LW,21.564151287078857,19,88,85,65,69,76,71,70,5
8312,2019,Jamie Benn,LW,19.352293385658413,19,88,85,90,86,91,89,80,-4
8313,2019,Jamie Oleksiak,D,3.872723401058465,3,67,72,89,86,81,87,71,-6
8314,2019,Jan Rutta,D,2.0757116819731887,1,62,70,63,73,56,64,71,6
8315,2019,Jani Hakanpaa,D,0.2279989421367645,1,65,52,62,62,51,54,71,1
8316,2019,Janne Kuokkanen,LW,0.0,0,62,53,57,51,54,54,71,0
8317,2019,Jansen Harkins,C,2.459987404756248,2,67,68,57,63,66,63,71,-2
8318,2019,Jared McCann,LW,14.11962159909308,14,86,85,85,76,86,81,69,6
8319,2019,Jared Spurgeon,D,7.920423776376992,12,85,85,79,90,68,76,75,-1
8320,2019,Jaret Anderson-Dolan,C,0.1275174915790558,0,62,52,56,51,54,55,71,-1
8321,2019,Jarred Tinordi,D,0.8279526215046644,1,63,66,84,81,53,73,71,-1
8322,2019,Jason Demers,D,2.2613773294724524,0,62,77,84,87,74,83,69,5
8323,2019,Jason Dickinson,C,10.627253588289024,9,82,78,85,85,90,81,70,7
8324,2019,Jason Robertson,LW,0.25104395113885397,0,62,58,55,51,56,52,74,0
8325,2019,Jason Spezza,C,7.634486117400229,9,82,82,59,70,79,84,77,-3
8326,2019,Jason Zucker,LW,13.482144047971813,20,88,85,77,74,85,78,80,-4
8327,2019,Jay Beagle,C,5.157128333579749,2,66,70,82,82,73,62,70,-9
8328,2019,Jay Bouwmeester,D,1.9158731205388904,1,62,74,73,87,69,83,71,5
8329,2019,Jayce Hawryluk,C,3.2153589059598744,3,71,73,83,62,71,67,70,1
8330,2019,Jayson Megna,C,0.23689479380846026,0,62,52,60,58,54,53,71,-1
8331,2019,Jean-Gabriel Pageau,C,17.9131066231057,26,91,82,87,85,86,82,78,4
8332,2019,Jean-Sebastien Dea,C,0.0,0,62,52,56,51,54,52,71,0
8333,2019,Jeff Carter,C,18.52429325785488,17,87,76,81,74,72,74,69,-21
8334,2019,Jeff Petry,D,9.012293766718358,11,84,87,90,88,85,95,72,-10
8335,2019,Jeff Skinner,LW,18.947622761130333,14,86,75,67,63,85,77,60,-22
8336,2019,Jeremy Lauzon,D,1.0819947877898812,1,63,56,71,75,58,62,71,5
8337,2019,Jesper Boqvist,C,3.891392608173192,4,74,52,73,68,73,66,70,-11
8338,2019,Jesper Bratt,LW,11.070939235389233,16,87,82,67,73,77,77,67,-6
8339,2019,Jesper Fast,RW,11.819514588452876,12,85,83,87,85,81,82,69,16
8340,2019,Jesperi Kotkaniemi,C,5.543654354289174,6,77,61,78,68,74,75,67,-11
8341,2019,Jimmy Vesey,LW,10.97683603875339,9,82,77,75,71,83,71,68,12
8342,2019,Joachim Blichfeld,RW,0.14403407648205754,0,62,53,56,56,59,52,71,-2
8343,2019,Joakim Nordstrom,C,4.583845922257751,4,74,64,85,78,71,65,71,-6
8344,2019,Joakim Nygard,LW,4.847315470688045,3,70,70,63,61,74,66,73,0
8345,2019,Joakim Ryan,D,2.187252625823021,1,62,66,65,85,64,80,71,-10
8346,2019,Joe Hicketts,D,0.24552227929234505,0,62,62,62,68,56,58,70,-5
8347,2019,Joe Pavelski,C,16.888516218401488,14,86,83,80,85,87,79,73,6
8348,2019,Joe Thornton,C,8.107604972086849,7,79,86,62,77,92,81,70,-19
8349,2019,Joel Armia,RW,17.386997824534777,16,87,80,88,75,90,79,67,2
8350,2019,Joel Edmundson,D,6.159539413638412,7,78,79,87,89,80,87,71,7
8351,2019,Joel Eriksson Ek,C,9.88619275484234,8,80,85,85,83,77,72,77,7
8352,2019,Joel Farabee,LW,9.52835639938712,8,80,79,69,69,78,79,66,6
8353,2019,Joel Hanley,D,0.04876745864748955,0,62,62,55,63,51,61,71,0
8354,2019,Joel Kellman,C,2.4777989462018013,3,71,66,68,70,67,64,71,-1
8355,2019,Joel Kiviranta,LW,1.824935365468264,1,64,52,64,55,64,57,71,-1
8356,2019,Joel L'Esperance,C,0.2278664764016867,1,64,52,55,53,56,55,70,0
8357,2019,Joel Persson,D,0.3305609878152609,0,62,61,57,65,56,64,70,-1
8358,2019,Joey Anderson,RW,2.348117937333882,4,75,62,63,58,63,63,71,1
8359,2019,Johan Larsson,LW,7.97341803368181,6,77,78,85,78,81,76,70,8
8360,2019,John Carlson,D,10.737436846829949,15,86,96,77,91,88,94,74,12
8361,2019,John Gilmour,D,0.4901674725115299,0,62,52,56,58,51,58,71,-2
8362,2019,John Hayden,C,3.4778013695031404,3,70,56,85,76,73,62,71,-2
8363,2019,John Klingberg,D,6.003818818833679,6,76,87,66,87,81,92,79,-10
8364,2019,John Marino,D,3.622600348200649,6,78,85,82,88,87,86,74,17
8365,2019,John Moore,D,1.4056998756714163,2,66,56,72,77,56,63,70,-2
8366,2019,John Quenneville,C,1.5252787470817566,0,62,52,66,55,58,60,69,-1
8367,2019,John Tavares,C,21.999767602421347,26,91,89,68,77,86,87,83,-7
8368,2019,Johnny Boychuk,D,3.862150055356324,2,62,75,88,93,63,88,77,-11
8369,2019,Johnny Gaudreau,LW,21.083546871319413,18,87,91,52,63,88,92,77,-10
8370,2019,Jon Merrill,D,2.2264012834057207,2,65,68,77,87,73,79,69,9
8371,2019,Jonas Brodin,D,5.529905948787928,2,62,87,72,91,72,71,68,15
8372,2019,Jonas Siegenthaler,D,1.9078152594156563,2,64,72,77,91,71,83,71,11
8373,2019,Jonathan Davidsson,RW,0.24571323581039906,0,62,58,58,53,54,52,71,0
8374,2019,Jonathan Drouin,LW,4.306511405855417,7,79,74,67,57,71,66,70,-6
8375,2019,Jonathan Ericsson,D,0.5496354065835476,0,62,51,66,68,54,75,71,-12
8376,2019,Jonathan Huberdeau,LW,16.678143322467804,23,89,95,76,75,88,92,82,5
8377,2019,Jonathan Marchessault,C,26.059429105836898,22,89,86,86,64,87,87,78,6
8378,2019,Jonathan Toews,C,19.200469151139263,18,87,91,78,79,93,85,62,-2
8379,2019,Jonny Brodzinski,C,0.5411960408091545,0,62,57,56,51,54,52,71,0
8380,2019,Joona Luoto,LW,0.470474146772176,0,62,52,60,61,61,60,71,-3
8381,2019,Joonas Donskoi,RW,14.018166637979448,16,87,83,65,81,85,74,68,2
8382,2019,Jordan Eberle,RW,17.158153790980574,16,87,86,71,81,86,85,74,1
8383,2019,Jordan Greenway,LW,8.686427849344911,8,80,85,86,83,88,81,75,2
8384,2019,Jordan Gross,D,0.050202319398522384,0,62,57,54,55,54,56,71,2
8385,2019,Jordan Kyrou,C,3.563074448145926,4,74,68,57,61,73,61,72,1
8386,2019,Jordan Martinook,LW,4.748224666342138,2,66,77,84,74,82,74,71,-2
8387,2019,Jordan Oesterle,D,2.997624957934022,3,67,76,76,89,69,85,65,-9
8388,2019,Jordan Staal,C,16.04152823332697,8,80,85,88,80,85,86,68,3
8389,2019,Jordan Szwarz,RW,0.3413214292377233,0,62,53,58,53,54,52,71,0
8390,2019,Jordan Weal,C,10.703838133253155,8,80,72,69,72,80,67,70,-8
8391,2019,Jordie Benn,D,1.9121448220685124,1,62,70,75,86,65,72,71,-7
8392,2019,Joseph Blandisi,C,1.488965943455696,2,68,64,68,62,67,53,71,-3
8393,2019,Josh Anderson,RW,7.0182471154257655,1,62,64,83,66,68,67,63,-8
8394,2019,Josh Archibald,RW,7.3783740028738976,12,85,75,90,83,82,66,70,-8
8395,2019,Josh Bailey,RW,10.306967576034367,14,86,87,62,85,87,88,72,-12
8396,2019,Josh Brown,D,2.6935308682732284,3,69,68,85,85,68,77,71,1
8397,2019,Josh Jacobs,D,0.11160120368003844,0,62,52,56,59,54,53,71,1
8398,2019,Josh Leivo,LW,7.814354598522186,7,79,78,62,60,70,70,68,1
8399,2019,Josh Mahura,D,0.630634649656713,1,64,64,55,66,56,61,67,-3
8400,2019,Josh Manson,D,2.8464494207873936,1,62,74,86,86,79,86,70,-10
8401,2019,Josh Morrissey,D,6.445560502819718,5,74,87,69,86,79,87,76,1
8402,2019,Josh Norris,C,0.834258689545095,0,62,52,56,54,56,52,69,2
8403,2019,Jujhar Khaira,LW,6.674227299168706,6,77,66,88,77,74,85,69,-19
8404,2019,Julien Gauthier,RW,1.6882127597928047,0,62,64,63,60,61,63,71,1
8405,2019,Justin Abdelkader,LW,3.5051499078981583,0,62,64,86,76,69,73,66,-14
8406,2019,Justin Bailey,RW,0.04530894756317139,0,62,53,57,51,54,54,71,0
8407,2019,Justin Braun,D,2.6324607990682125,3,67,82,85,88,68,82,74,-2
8408,2019,Justin Dowling,C,2.7246183045208454,3,71,64,67,65,75,65,64,-3
8409,2019,Justin Faulk,D,7.900887661613524,5,74,77,85,88,81,85,67,-3
8410,2019,Justin Holl,D,5.212023325264454,2,62,82,85,88,79,89,70,13
8411,2019,Justin Schultz,D,4.3993821535259485,3,67,75,71,85,63,73,65,-13
8412,2019,Justin Williams,RW,6.735329657793045,8,81,64,65,60,60,69,73,2
8413,2019,Juuso Riikola,D,2.3160076467320323,1,62,70,84,75,66,71,68,3
8414,2019,Kaapo Kakko,RW,10.164852692745628,10,83,79,62,63,86,75,74,-26
8415,2019,Kailer Yamamoto,RW,7.752722775563598,11,85,81,76,65,78,65,77,17
8416,2019,Kale Clague,D,0.05515406839549542,0,62,52,54,59,51,54,71,-3
8417,2019,Karl Alzner,D,0.132767915725708,0,62,52,54,59,52,54,71,-1
8418,2019,Karson Kuhlman,C,4.593044143170118,1,62,68,73,61,57,59,78,3
8419,2019,Kasperi Kapanen,RW,11.600316862110047,13,85,86,83,68,87,80,64,0
8420,2019,Keegan Kolesar,RW,0.02599528431892395,0,62,53,56,51,54,52,71,0
8421,2019,Keith Yandle,D,5.6984359310008585,5,74,91,61,85,82,91,72,0
8422,2019,Kevin Connauton,D,0.4077452141791582,0,62,52,57,61,51,53,71,-2
8423,2019,Kevin Fiala,LW,16.18026729580015,23,89,88,65,69,86,85,87,-1
8424,2019,Kevin Gravel,D,0.052826672792434685,0,62,52,55,58,52,54,71,0
8425,2019,Kevin Hayes,C,19.782293990720067,23,89,84,85,73,89,84,73,-6
8426,2019,Kevin Labanc,RW,17.620063699781895,14,86,85,75,74,86,83,69,-33
8427,2019,Kevin Rooney,C,6.30386358126998,4,74,68,81,78,76,68,71,8
8428,2019,Kevin Shattenkirk,D,6.7199554541148245,8,79,87,79,87,85,84,71,22
8429,2019,Kevin Stenlund,C,5.3490613303147265,6,77,66,63,73,64,64,77,2
8430,2019,Kiefer Sherwood,LW,1.4149950854480269,0,62,57,68,56,63,63,71,-1
8431,2019,Kieffer Bellows,LW,0.8952117701992393,2,68,57,61,56,58,60,71,3
8432,2019,Kirby Dach,C,11.688375551253555,8,80,81,69,74,87,71,63,-1
8433,2019,Klim Kostin,C,0.7209870498627424,1,64,52,57,51,54,53,71,1
8434,2019,Kole Sherwood,RW,0.7788088656961918,0,62,53,61,53,59,52,71,0
8435,2019,Korbinian Holzer,D,2.185722663067281,1,62,64,86,90,55,80,71,-2
8436,2019,Kris Letang,D,10.449348095804453,15,86,87,86,89,85,94,74,0
8437,2019,Kris Russell,D,2.30370531976223,0,62,75,82,90,85,85,71,0
8438,2019,Kurtis MacDermid,D,2.430289752781391,3,69,68,86,83,62,79,71,-9
8439,2019,Kyle Capobianco,D,0.3840247858315706,1,64,52,61,65,54,59,71,-1
8440,2019,Kyle Clifford,LW,10.532590514048934,7,79,76,88,67,70,72,69,-7
8441,2019,Kyle Connor,LW,29.523431560955938,38,95,89,61,68,88,85,76,4
8442,2019,Kyle Okposo,RW,8.466182925738392,9,82,76,79,67,75,68,69,-3
8443,2019,Kyle Palmieri,RW,17.133820800110698,25,90,85,83,80,85,80,82,-4
8444,2019,Kyle Turris,C,8.957296626642345,9,82,85,61,75,79,81,71,-9
8445,2019,Lars Eller,C,16.815881037153304,16,87,86,79,83,89,86,68,3
8446,2019,Lawrence Pilut,D,0.4085024250671268,0,62,51,59,72,56,59,71,-4
8447,2019,Lawson Crouse,LW,11.309146562125536,15,86,76,92,77,85,76,71,0
8448,2019,Lean Bergmann,C,0.5644824756309389,0,62,57,70,58,61,52,71,-6
8449,2019,Leo Komarov,RW,5.618162354454398,4,74,76,87,77,72,71,71,2
8450,2019,Leon Draisaitl,C,26.690478877164427,43,97,99,65,70,93,96,98,-7
8451,2019,Liam Foudy,C,0.20381037890911105,0,62,57,56,51,56,52,71,1
8452,2019,Lias Andersson,C,1.063616911880672,0,62,57,65,61,67,58,71,-8
8453,2019,Libor Hajek,D,0.9224941539578141,0,62,68,66,84,66,72,71,-4
8454,2019,Logan Brown,C,2.124735506717116,1,63,73,60,64,69,71,72,0
8455,2019,Logan Couture,C,13.00039173522964,16,87,86,78,84,85,78,67,0
8456,2019,Logan O'Connor,RW,1.9697835948318243,2,68,52,66,61,64,52,71,0
8457,2019,Logan Shaw,RW,2.108480662107468,3,71,62,67,66,58,60,74,0
8458,2019,Loui Eriksson,LW,6.542069503571838,6,77,72,58,67,76,63,70,-2
8459,2019,Luca Sbisa,D,1.972786472178996,2,64,74,85,87,60,79,71,1
8460,2019,Lucas Carlsson,D,0.231581904925406,0,62,57,60,61,54,53,71,3
8461,2019,Lucas Wallmark,C,9.631272605620325,12,85,79,79,75,80,72,77,0
8462,2019,Lukas Radil,C,1.0140352007001638,0,62,52,63,54,63,58,71,-3
8463,2019,Lukas Vejdemo,C,1.048445500433445,1,64,52,58,55,58,55,71,0
8464,2019,Luke Glendening,C,9.02015406638384,6,77,64,88,87,68,72,69,-29
8465,2019,Luke Johnson,C,0.02472454495728016,0,62,52,57,51,54,52,71,-3
8466,2019,Luke Kunin,C,14.1278508445248,15,86,82,80,85,67,70,66,-10
8467,2019,Luke Schenn,D,1.1255994914099574,1,62,61,85,74,63,66,71,-8
8468,2019,Luke Witkowski,RW,0.9696445427834988,1,64,62,75,55,58,55,71,-4
8469,2019,MacKenzie Weegar,D,5.322762115392834,7,79,77,84,87,82,85,69,6
8470,2019,Mackenzie MacEachern,LW,7.092168342322111,7,79,64,85,65,74,66,71,2
8471,2019,Madison Bowey,D,3.9086476378142834,3,67,80,77,86,73,87,66,-16
8472,2019,Marc Staal,D,2.0316485813818868,2,65,75,82,88,77,84,70,5
8473,2019,Marc-Edouard Vlasic,D,3.548961823806166,5,75,76,70,90,76,86,67,-10
8474,2019,Marco Scandella,D,3.3038972606882453,4,71,75,84,86,76,87,70,14
8475,2019,Marcus Foligno,LW,10.286669586785136,11,85,80,91,80,85,72,71,8
8476,2019,Marcus Johansson,C,8.303215452469885,9,82,85,72,73,74,77,65,-12
8477,2019,Marcus Pettersson,D,3.5002317409962416,2,62,85,86,88,75,85,65,9
8478,2019,Marcus Sorensen,LW,10.321530904620888,7,79,77,78,69,85,72,68,-12
8479,2019,Mario Ferraro,D,2.5702880537137394,2,63,75,87,86,74,75,67,-15
8480,2019,Mark Barberio,D,1.2122402829118073,0,62,61,60,72,64,69,71,3
8481,2019,Mark Borowiecki,D,2.5384737122803926,7,79,77,91,92,68,81,71,1
8482,2019,Mark Friedman,D,0.046894897241145365,0,62,57,58,60,54,53,71,0
8483,2019,Mark Giordano,D,6.561176498886198,5,74,87,73,95,86,88,70,2
8484,2019,Mark Jankowski,C,4.469587543047965,5,76,61,60,79,86,75,69,-12
8485,2019,Mark Letestu,C,0.5888942461460829,0,62,52,55,58,54,53,71,0
8486,2019,Mark Pysyk,D,7.185718884691597,9,83,75,76,81,83,70,71,4
8487,2019,Mark Scheifele,C,24.469666819088157,29,92,92,69,85,92,87,80,2
8488,2019,Mark Stone,RW,21.07985238917172,21,89,91,78,85,98,85,81,15
8489,2019,Marko Dano,LW,0.21036778762936592,0,62,53,58,55,56,54,71,-1
8490,2019,Markus Granlund,C,3.2303107706829906,3,71,56,61,70,70,63,71,-1
8491,2019,Markus Nutivaara,D,3.0129792438820004,3,69,70,71,79,64,68,71,2
8492,2019,Martin Fehervary,D,0.27610824443399906,0,62,57,62,56,56,56,71,-2
8493,2019,Martin Frk,RW,2.421307603828609,6,78,62,61,55,58,66,71,-1
8494,2019,Martin Kaut,RW,1.3644039444625378,2,68,57,60,51,58,52,76,-1
8495,2019,Martin Marincin,D,1.220343221910298,1,62,64,65,84,67,77,71,-1
8496,2019,Martin Necas,C,9.692563091404736,16,87,85,81,70,81,85,77,-6
8497,2019,Mason Appleton,C,5.734860543627293,5,76,64,63,65,70,65,70,-9
8498,2019,Mason Marchment,LW,0.31274688616395,0,62,58,56,51,56,54,71,0
8499,2019,Mathew Barzal,C,19.685468620620668,19,88,91,63,83,96,99,72,5
8500,2019,Mathieu Joseph,RW,4.147368205245584,4,75,64,77,63,76,67,70,-2
8501,2019,Mathieu Olivier,RW,0.5319423507899046,0,62,58,64,52,54,57,71,1
8502,2019,Mathieu Perreault,LW,7.962993453256786,7,79,74,83,70,76,66,68,-9
8503,2019,Mats Zuccarello,RW,10.861595160327852,15,86,85,59,80,86,71,67,-9
8504,2019,Matt Benning,D,1.478226000443101,1,62,72,85,80,71,74,71,8
8505,2019,Matt Calvert,LW,10.452673556283118,12,85,79,79,73,79,68,71,13
8506,2019,Matt Duchene,C,16.901641633361578,13,85,87,72,73,85,85,72,-4
8507,2019,Matt Dumba,D,8.234194290358571,6,76,83,85,89,78,84,65,-7
8508,2019,Matt Grzelcyk,D,5.60861282562837,4,70,83,78,87,79,85,70,15
8509,2019,Matt Irwin,D,2.6663703210651875,0,61,64,85,85,66,69,71,-15
8510,2019,Matt Luff,RW,2.4161360077559952,1,63,67,63,57,63,58,71,-5
8511,2019,Matt Martin,LW,5.956646328791976,5,76,64,94,75,70,72,70,-1
8512,2019,Matt Nieto,LW,9.972636311315,8,80,79,71,74,77,72,71,7
8513,2019,Matt Niskanen,D,6.92317622480914,8,79,86,87,88,72,89,77,15
8514,2019,Matt Roy,D,4.653741084970535,4,70,80,87,90,64,86,74,16
8515,2019,Matt Tennyson,D,0.7600848507136106,0,62,64,68,71,56,64,71,-2
8516,2019,Matthew Highmore,C,4.524215723387896,2,67,66,74,62,75,64,71,-1
8517,2019,Matthew Peca,C,1.0949580157175658,0,62,62,62,56,53,53,71,-4
8518,2019,Matthew Tkachuk,LW,22.13498870283365,23,89,90,87,73,88,95,78,-5
8519,2019,Mattias Ekholm,D,8.425767806358634,8,79,86,75,90,90,88,67,-1
8520,2019,Mattias Janmark,C,8.826057967729868,6,77,81,63,80,84,82,77,-5
8521,2019,Max Comtois,LW,3.5821492439135914,5,76,70,81,61,63,74,70,-4
8522,2019,Max Domi,C,18.85265602171421,17,87,87,68,65,88,90,69,-3
8523,2019,Max Jones,LW,12.473862573970111,8,80,66,85,69,78,83,67,-6
8524,2019,Max Pacioretty,LW,27.38850929541513,32,93,89,85,79,86,89,84,18
8525,2019,Max Veronneau,RW,0.3090219423174858,0,62,53,56,54,54,54,71,-2
8526,2019,Maxim Letunov,C,0.3785749226808548,1,64,52,54,53,59,53,71,0
8527,2019,Maxime Lajoie,D,0.0874411091208458,0,62,52,55,58,52,53,71,0
8528,2019,Melker Karlsson,C,5.708630702458322,6,77,70,72,81,83,66,71,-7
8529,2019,Michael Amadio,C,11.750436912756411,6,77,76,63,73,85,78,63,-11
8530,2019,Michael Chaput,C,0.2722938880324364,0,62,52,56,54,54,53,71,-2
8531,2019,Michael Dal Colle,LW,7.734419304411857,4,74,70,85,72,69,73,68,-8
8532,2019,Michael Del Zotto,D,3.110779322683811,2,64,79,86,85,67,84,66,5
8533,2019,Michael Frolik,RW,5.349509599618613,6,77,74,69,73,86,80,71,-12
8534,2019,Michael Grabner,LW,7.525297485291957,8,81,64,64,64,86,66,71,-4
8535,2019,Michael McLeod,C,1.218764491379261,0,62,62,64,59,63,51,71,4
8536,2019,Michael Raffl,LW,7.336806578096002,8,80,78,84,75,78,77,74,-2
8537,2019,Michael Sgarbossa,C,0.025056678801774982,0,62,52,56,51,59,53,71,0
8538,2019,Michael Stone,D,2.0314311287365854,2,64,68,78,85,64,65,71,-5
8539,2019,Michal Kempny,D,2.924730408936739,3,67,81,74,87,71,85,70,19
8540,2019,Micheal Ferland,LW,1.5360823832452295,1,64,67,76,54,58,53,68,-3
8541,2019,Micheal Haley,LW,1.1398041155189276,1,64,52,75,59,56,60,71,-7
8542,2019,Miikka Salomaki,RW,0.2624825425446033,1,64,52,60,55,56,57,71,2
8543,2019,Mika Zibanejad,C,22.648098094388843,41,96,89,76,85,88,86,93,9
8544,2019,Mikael Backlund,C,18.08657465176657,16,87,87,74,63,94,89,78,3
8545,2019,Mikael Granlund,C,15.67814740166068,17,87,79,73,85,81,84,68,-4
8546,2019,Mike Green,D,3.8083041054196656,3,67,74,79,87,70,86,64,-34
8547,2019,Mike Hoffman,C,19.151249421760443,29,92,88,69,73,85,88,79,-5
8548,2019,Mike Matheson,D,6.160307079553603,8,80,78,75,85,88,89,77,-1
8549,2019,Mike Reilly,D,3.3088245317339897,1,62,81,73,85,67,85,78,-6
8550,2019,Mikey Anderson,D,0.3146082824096084,1,64,52,59,65,51,56,71,4
8551,2019,Mikhail Sergachev,D,7.5815434167161575,10,83,86,86,90,76,85,80,15
8552,2019,Mikhail Vorobyev,C,1.2430977197363973,1,64,62,55,55,64,58,71,-5
8553,2019,Mikkel Boedker,LW,3.1719987262040377,2,67,62,61,57,55,64,68,-1
8554,2019,Mikko Koivu,C,8.492913078516724,4,73,83,65,78,85,68,72,2
8555,2019,Mikko Rantanen,RW,10.888205175288023,19,88,85,67,74,86,71,82,-2
8556,2019,Milan Lucic,LW,10.717760377563538,8,80,78,91,71,77,86,77,-6
8557,2019,Miles Wood,LW,14.122190339490773,11,84,78,86,75,74,76,62,-19
8558,2019,Mirco Mueller,D,2.2873410172760487,2,66,68,80,89,67,79,73,-13
8559,2019,Miro Heiskanen,D,11.266392970457671,8,79,87,72,88,88,94,64,14
8560,2019,Mitchell Marner,RW,14.783382588997483,16,87,94,64,80,94,92,85,6
8561,2019,Mitchell Stephens,C,4.6475419513881215,3,70,64,72,62,65,58,71,-9
8562,2019,Morgan Frost,C,3.2512750783935185,2,67,68,55,56,69,61,63,-3
8563,2019,Morgan Geekie,C,0.8151405304670334,3,73,57,55,56,56,52,70,3
8564,2019,Morgan Rielly,D,5.755633276421577,3,66,86,71,87,75,86,68,6
8565,2019,Nate Schmidt,D,6.596107308752835,7,78,86,64,89,86,85,77,11
8566,2019,Nate Thompson,C,8.65061201993376,4,74,77,87,85,82,83,70,-1
8567,2019,Nathan Beaulieu,D,1.6020819377154112,1,62,72,80,85,64,77,71,15
8568,2019,Nathan Gerbe,C,4.284024712629616,4,74,70,76,61,62,67,69,-7
8569,2019,Nathan MacKinnon,C,26.587625415064398,35,94,96,76,77,87,88,85,13
8570,2019,Nathan Walker,LW,0.8837132230401039,1,64,58,60,52,54,53,71,-2
8571,2019,Nazem Kadri,C,14.659032042138278,19,88,83,80,61,79,80,70,7
8572,2019,Neal Pionk,D,8.285716758109631,6,76,90,89,88,85,90,81,10
8573,2019,Nic Dowd,C,4.261338971555233,7,79,74,87,76,80,62,71,11
8574,2019,Nic Petan,C,1.8730877600610256,0,62,64,57,56,63,55,68,-4
8575,2019,Nicholas Merkley,RW,1.3223690371960402,1,64,58,60,54,59,55,71,0
8576,2019,Nicholas Shore,C,3.181015459820628,3,70,64,79,71,73,71,71,1
8577,2019,Nick Bjugstad,C,1.75040034763515,1,63,57,64,60,60,60,67,3
8578,2019,Nick Bonino,C,12.674217749852689,18,88,83,60,89,90,76,62,17
8579,2019,Nick Caamano,RW,1.1718346253037453,1,64,57,64,55,56,55,71,2
8580,2019,Nick Cousins,C,12.806989836040886,10,83,81,85,78,85,75,70,0
8581,2019,Nick Foligno,LW,16.152997760567814,10,83,85,92,85,87,84,65,-3
8582,2019,Nick Holden,D,4.756836591288447,6,76,74,87,87,83,85,77,-2
8583,2019,Nick Jensen,D,3.2177750286646187,0,61,74,79,87,83,87,74,1
